Date : 2025-01-31 22:29:04
Directory : d:\LanguageLearnig\Avalonia\ChatClient
Total : 281 files,  54694 codes, 1694 comments, 1829 blanks, all 58217 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\obj\ChatClient.Client.csproj.nuget.g.props                                               | XML        |         23 |          0 |          0 |         23 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\obj\ChatClient.Client.csproj.nuget.g.targets                                             | XML        |         12 |          0 |          0 |         12 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\obj\Debug\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs                          | C#         |          3 |          1 |          1 |          5 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\obj\Debug\net8.0\ChatClient.Client.AssemblyInfo.cs                                       | C#         |          9 |          9 |          5 |         23 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\obj\Debug\net8.0\ChatClient.Client.GeneratedMSBuildEditorConfig.editorconfig             | Properties |         20 |          0 |          1 |         21 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\obj\Debug\net8.0\ChatClient.Client.GlobalUsings.g.cs                                     | C#         |         17 |          1 |          1 |         19 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\obj\Debug\net8.0\SocketClient.AssemblyInfo.cs                                            | C#         |          9 |         10 |          5 |         24 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\obj\Debug\net8.0\SocketClient.GeneratedMSBuildEditorConfig.editorconfig                  | Properties |         13 |          0 |          1 |         14 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\obj\Debug\net8.0\SocketClient.GlobalUsings.g.cs                                          | C#         |          7 |          1 |          1 |          9 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\obj\Release\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs                        | C#         |          3 |          1 |          1 |          5 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\obj\Release\net8.0\ChatClient.Client.AssemblyInfo.cs                                     | C#         |          9 |          9 |          5 |         23 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\obj\Release\net8.0\ChatClient.Client.GeneratedMSBuildEditorConfig.editorconfig           | Properties |         20 |          0 |          1 |         21 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\obj\Release\net8.0\ChatClient.Client.GlobalUsings.g.cs                                   | C#         |         17 |          1 |          1 |         19 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\obj\SocketClient.csproj.nuget.dgspec.json                                                | JSON       |         94 |          0 |          0 |         94 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\obj\SocketClient.csproj.nuget.g.props                                                    | XML        |         16 |          0 |          0 |         16 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\obj\SocketClient.csproj.nuget.g.targets                                                  | XML        |          2 |          0 |          0 |          2 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\obj\project.assets.json                                                                  | JSON       |      2,385 |          0 |          0 |      2,385 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Client\obj\project.packagespec.json                                                             | JSON       |          1 |          0 |          0 |          1 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\ChatClient.DataBase.csproj                                                             | XML        |         15 |          0 |          5 |         20 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\ChatClientDbContext.cs                                                                 | C#         |         24 |          0 |          5 |         29 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\DataBaseExtensions.cs                                                                  | C#         |         19 |          3 |          4 |         26 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\Data\ChatPrivate.cs                                                                    | C#         |         25 |          0 |          6 |         31 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\Data\FriendReceived.cs                                                                 | C#         |         17 |          0 |          9 |         26 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\Data\FriendRelation.cs                                                                 | C#         |         19 |          0 |          6 |         25 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\Data\FriendRequest.cs                                                                  | C#         |         19 |          0 |         10 |         29 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\Data\LoginHistory.cs                                                                   | C#         |         12 |          0 |          4 |         16 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\Data\User.cs                                                                           | C#         |         27 |          0 |         11 |         38 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\Repository\ChatPrivateRepository.cs                                                    | C#         |          8 |          0 |          2 |         10 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\Repository\FriendReceivedRepository.cs                                                 | C#         |         10 |          0 |          2 |         12 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\Repository\FriendRelationRepository.cs                                                 | C#         |          8 |          0 |          2 |         10 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\Repository\FriendRequestRepository.cs                                                  | C#         |         10 |          0 |          2 |         12 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\Repository\LoginHistoryRepository.cs                                                   | C#         |         10 |          0 |          2 |         12 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\Repository\UserRepository.cs                                                           | C#         |          9 |          0 |          2 |         11 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\UnitOfWork\Collections\IEnumerablePagedListExtensions.cs                               | C#         |          8 |         24 |          3 |         35 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\UnitOfWork\Collections\IPagedList.cs                                                   | C#         |         14 |         32 |          3 |         49 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\UnitOfWork\Collections\IQueryablePageListExtensions.cs                                 | C#         |         27 |         12 |          5 |         44 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\UnitOfWork\Collections\PagedList.cs                                                    | C#         |         92 |        113 |         24 |        229 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\UnitOfWork\IRepository.cs                                                              | C#         |        122 |        326 |         47 |        495 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\UnitOfWork\IRepositoryFactory.cs                                                       | C#         |          7 |         19 |          3 |         29 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\UnitOfWork\IUnitOfWork.cs                                                              | C#         |         14 |         49 |          8 |         71 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\UnitOfWork\IUnitOfWorkOfT.cs                                                           | C#         |         11 |         14 |          4 |         29 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\UnitOfWork\Repository.cs                                                               | C#         |        607 |        317 |        116 |      1,040 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\UnitOfWork\UnitOfWork.cs                                                               | C#         |        121 |         66 |         27 |        214 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\UnitOfWork\UnitOfWorkServiceCollectionExtensions.cs                                    | C#         |         24 |          4 |          5 |         33 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\bin\Debug\net8.0\ChatClient.DataBase.deps.json                                         | JSON       |      1,564 |          0 |          0 |      1,564 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\bin\Debug\net8.0\ChatClient.DataBase.runtimeconfig.json                                | JSON       |         13 |          0 |          0 |         13 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\obj\ChatClient.DataBase.csproj.nuget.dgspec.json                                       | JSON       |        242 |          0 |          0 |        242 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\obj\ChatClient.DataBase.csproj.nuget.g.props                                           | XML        |         27 |          0 |          0 |         27 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\obj\ChatClient.DataBase.csproj.nuget.g.targets                                         | XML        |         16 |          0 |          0 |         16 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\obj\Debug\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs                        | C#         |          3 |          1 |          1 |          5 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\obj\Debug\net8.0\ChatClient.DataBase.AssemblyInfo.cs                                   | C#         |          9 |          9 |          5 |         23 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\obj\Debug\net8.0\ChatClient.DataBase.GeneratedMSBuildEditorConfig.editorconfig         | Properties |         20 |          0 |          1 |         21 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\obj\Debug\net8.0\ChatClient.DataBase.GlobalUsings.g.cs                                 | C#         |         17 |          1 |          1 |         19 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\obj\Release\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs                      | C#         |          3 |          1 |          1 |          5 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\obj\Release\net8.0\ChatClient.DataBase.AssemblyInfo.cs                                 | C#         |          9 |          9 |          5 |         23 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\obj\Release\net8.0\ChatClient.DataBase.GeneratedMSBuildEditorConfig.editorconfig       | Properties |         20 |          0 |          1 |         21 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\obj\Release\net8.0\ChatClient.DataBase.GlobalUsings.g.cs                               | C#         |         17 |          1 |          1 |         19 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\obj\project.assets.json                                                                | JSON       |      3,840 |          0 |          0 |      3,840 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.DataBase\obj\project.packagespec.json                                                           | JSON       |          1 |          0 |          0 |          1 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\App.axaml                                                                               | XML        |         32 |          0 |          2 |         34 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\App.axaml.cs                                                                            | C#         |         78 |         23 |         15 |        116 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\ChatClient.Desktop.csproj                                                               | XML        |         74 |          1 |         12 |         87 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\Program.cs                                                                              | C#         |         20 |          4 |          5 |         29 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\Publish.xml                                                                             | XML        |         13 |          0 |          1 |         14 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\ViewModels\ChatPages\ChatViewModel.cs                                                   | C#         |          9 |          0 |          3 |         12 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\ViewModels\ChatPages\ContactsViewModel.cs                                               | C#         |        104 |          0 |         14 |        118 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\ViewModels\ChatPages\ThemeViewModel.cs                                                  | C#         |         56 |          0 |         12 |         68 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\ViewModels\ChatPages\UserOptionsViewModel.cs                                            | C#         |         57 |          0 |         10 |         67 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\ViewModels\Login\LoginViewModel.cs                                                      | C#         |        164 |          3 |         35 |        202 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\ViewModels\Login\LoginWindowViewModel.cs                                                | C#         |         31 |          0 |          6 |         37 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\ViewModels\Login\RegisterWindowViewModel.cs                                             | C#         |        166 |          0 |         30 |        196 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\ViewModels\MainWindowViewModel.cs                                                       | C#         |        154 |          4 |         30 |        188 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\ViewModels\UserControls\UserHeadEditViewModel.cs                                        | C#         |        151 |          2 |         34 |        187 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\Views\ChatPages\ChatView.axaml                                                          | XML        |         47 |          0 |          4 |         51 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\Views\ChatPages\ChatView.axaml.cs                                                       | C#         |         11 |          0 |          2 |         13 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\Views\ChatPages\ContactsView.axaml                                                      | XML        |        103 |          0 |          4 |        107 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\Views\ChatPages\ContactsView.axaml.cs                                                   | C#         |         11 |          0 |          2 |         13 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\Views\ChatPages\ThemeView.axaml                                                         | XML        |        239 |          0 |          5 |        244 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\Views\ChatPages\ThemeView.axaml.cs                                                      | C#         |         11 |          0 |          2 |         13 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\Views\ChatPages\UserOptionView.axaml                                                    | XML        |        170 |          0 |          1 |        171 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\Views\ChatPages\UserOptionView.axaml.cs                                                 | C#         |         25 |          0 |          3 |         28 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\Views\Login\LoginView.axaml                                                             | XML        |         84 |          0 |          1 |         85 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\Views\Login\LoginView.axaml.cs                                                          | C#         |          9 |          0 |          2 |         11 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\Views\Login\LoginWindowView.axaml                                                       | XML        |        150 |          0 |          3 |        153 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\Views\Login\LoginWindowView.axaml.cs                                                    | C#         |         29 |          0 |          7 |         36 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\Views\Login\RegisterWindowView.axaml                                                    | XML        |        232 |          0 |          3 |        235 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\Views\Login\RegisterWindowView.axaml.cs                                                 | C#         |         32 |          0 |          5 |         37 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\Views\MainWindowView.axaml                                                              | XML        |        186 |          0 |          8 |        194 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\Views\MainWindowView.axaml.cs                                                           | C#         |         45 |          0 |         10 |         55 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\Views\UserControls\UserHeadEditView.axaml                                               | XML        |        341 |          0 |          2 |        343 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\Views\UserControls\UserHeadEditView.axaml.cs                                            | C#         |        163 |         30 |         33 |        226 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\appsettings.json                                                                        | JSON       |         22 |          0 |          0 |         22 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\bin\Debug\net8.0\ChatClient.Desktop.deps.json                                           | JSON       |      2,619 |          0 |          0 |      2,619 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\bin\Debug\net8.0\ChatClient.Desktop.runtimeconfig.json                                  | JSON       |         14 |          0 |          0 |         14 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\bin\Debug\net8.0\appsettings.json                                                       | JSON       |         22 |          0 |          0 |         22 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\bin\Release\net8.0\ChatClient.Desktop.deps.json                                         | JSON       |      2,486 |          0 |          0 |      2,486 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\bin\Release\net8.0\ChatClient.Desktop.runtimeconfig.json                                | JSON       |         15 |          0 |          0 |         15 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\bin\Release\net8.0\appsettings.json                                                     | JSON       |         21 |          0 |          0 |         21 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\bin\Release\net8.0\win-x64\ChatClient.Desktop.deps.json                                 | JSON       |      2,917 |          0 |          0 |      2,917 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\bin\Release\net8.0\win-x64\ChatClient.Desktop.runtimeconfig.json                        | JSON       |         27 |          0 |          0 |         27 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\bin\Release\net8.0\win-x64\appsettings.json                                             | JSON       |         21 |          0 |          0 |         21 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\bin\Release\net8.0\win-x64\publish\appsettings.json                                     | JSON       |         21 |          0 |          0 |         21 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\obj\ChatClient.Desktop.csproj.nuget.dgspec.json                                         | JSON       |        587 |          0 |          0 |        587 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\obj\ChatClient.Desktop.csproj.nuget.g.props                                             | XML        |         30 |          0 |          0 |         30 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\obj\ChatClient.Desktop.csproj.nuget.g.targets                                           | XML        |         18 |          0 |          0 |         18 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\obj\Debug\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs                         | C#         |          3 |          1 |          1 |          5 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\obj\Debug\net8.0\ChatClient.Desktop.AssemblyInfo.cs                                     | C#         |          9 |          9 |          5 |         23 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\obj\Debug\net8.0\ChatClient.Desktop.GeneratedMSBuildEditorConfig.editorconfig           | Properties |         40 |          0 |         11 |         51 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\obj\Release\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs                       | C#         |          3 |          1 |          1 |          5 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\obj\Release\net8.0\ChatClient.Desktop.AssemblyInfo.cs                                   | C#         |          9 |          9 |          5 |         23 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\obj\Release\net8.0\ChatClient.Desktop.GeneratedMSBuildEditorConfig.editorconfig         | Properties |         36 |          0 |          9 |         45 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\obj\Release\net8.0\win-x64\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs               | C#         |          3 |          1 |          1 |          5 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\obj\Release\net8.0\win-x64\ChatClient.Desktop.AssemblyInfo.cs                           | C#         |          9 |          9 |          5 |         23 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\obj\Release\net8.0\win-x64\ChatClient.Desktop.GeneratedMSBuildEditorConfig.editorconfig | Properties |         40 |          0 |          9 |         49 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\obj\Release\net8.0\win-x64\ChatClient.Desktop.deps.json                                 | JSON       |      2,223 |          0 |          0 |      2,223 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\obj\project.assets.json                                                                 | JSON       |      5,967 |          0 |          0 |      5,967 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Desktop\obj\project.packagespec.json                                                            | JSON       |          1 |          0 |          0 |          1 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Tool\ChatClient.Tool.csproj                                                                     | XML        |         24 |          0 |          6 |         30 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Tool\Data\Connect.cs                                                                            | C#         |         16 |          0 |          3 |         19 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Tool\Data\FriendReceiveDto.cs                                                                   | C#         |          9 |          0 |          5 |         14 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Tool\Data\FriendRelationDto.cs                                                                  | C#         |          9 |          0 |          5 |         14 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Tool\Data\FriendRequestDto.cs                                                                   | C#         |          8 |          0 |          4 |         12 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Tool\Data\LoginData.cs                                                                          | C#         |         25 |          0 |          4 |         29 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Tool\Data\OutlineMessageDto.cs                                                                  | C#         |          7 |          0 |          2 |          9 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Tool\Data\ThemeStyle.cs                                                                         | C#         |         73 |          0 |          8 |         81 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Tool\Data\UserData.cs                                                                           | C#         |         16 |          0 |          5 |         21 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Tool\Data\UserDto.cs                                                                            | C#         |         68 |          0 |         11 |         79 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Tool\Data\UserOption\UserBasicDetail.cs                                                         | C#         |         46 |          0 |          8 |         54 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Tool\Events\ChangePageEvent.cs                                                                  | C#         |          4 |          0 |          2 |          6 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Tool\Events\ConnectEvent.cs                                                                     | C#         |          5 |          0 |          3 |          8 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Tool\Events\ResponseEvent.cs                                                                    | C#         |          6 |          0 |          3 |          9 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Tool\ManagerInterface\IAppDataManager.cs                                                        | C#         |          5 |          0 |          1 |          6 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Tool\ManagerInterface\IConnection.cs                                                            | C#         |          6 |          0 |          2 |          8 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Tool\ManagerInterface\ILoginData.cs                                                             | C#         |          6 |          0 |          2 |          8 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Tool\ManagerInterface\IThemeStyle.cs                                                            | C#         |         11 |          0 |          2 |         13 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Tool\ManagerInterface\IUserManager.cs                                                           | C#         |         15 |          0 |          6 |         21 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Tool\Tools\RegionNames.cs                                                                       | C#         |          7 |          0 |          1 |          8 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Tool\Tools\Sex.cs                                                                               | C#         |          5 |          0 |          1 |          6 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Tool\bin\Debug\net8.0\ChatClient.Tool.deps.json                                                 | JSON       |        886 |          0 |          0 |        886 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Tool\obj\ChatClient.Tool.csproj.nuget.dgspec.json                                               | JSON       |        164 |          0 |          0 |        164 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Tool\obj\ChatClient.Tool.csproj.nuget.g.props                                                   | XML        |         23 |          0 |          0 |         23 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Tool\obj\ChatClient.Tool.csproj.nuget.g.targets                                                 | XML        |         12 |          0 |          0 |         12 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Tool\obj\Debug\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs                            | C#         |          3 |          1 |          1 |          5 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Tool\obj\Debug\net8.0\ChatClient.Tool.AssemblyInfo.cs                                           | C#         |          9 |          9 |          5 |         23 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Tool\obj\Debug\net8.0\ChatClient.Tool.GeneratedMSBuildEditorConfig.editorconfig                 | Properties |         20 |          0 |          1 |         21 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Tool\obj\Debug\net8.0\ChatClient.Tool.GlobalUsings.g.cs                                         | C#         |         17 |          1 |          1 |         19 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Tool\obj\Release\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs                          | C#         |          3 |          1 |          1 |          5 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Tool\obj\Release\net8.0\ChatClient.Tool.AssemblyInfo.cs                                         | C#         |          9 |          9 |          5 |         23 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Tool\obj\Release\net8.0\ChatClient.Tool.GeneratedMSBuildEditorConfig.editorconfig               | Properties |         20 |          0 |          1 |         21 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Tool\obj\Release\net8.0\ChatClient.Tool.GlobalUsings.g.cs                                       | C#         |         17 |          1 |          1 |         19 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Tool\obj\project.assets.json                                                                    | JSON       |      2,242 |          0 |          0 |      2,242 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatClient.Tool\obj\project.packagespec.json                                                               | JSON       |          1 |          0 |          0 |          1 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatServer.Common\ChannelExtensions.cs                                                                     | C#         |         20 |          0 |          2 |         22 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatServer.Common\ChatServer.Common.csproj                                                                 | XML        |         12 |          0 |          4 |         16 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatServer.Common\Helper\ProtobufHelper.cs                                                                 | C#         |         74 |         31 |         10 |        115 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatServer.Common\Protobuf\ChatBaseProtocol.cs                                                             | C#         |        254 |          8 |         42 |        304 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatServer.Common\Protobuf\ChatCommunicateProtocol.cs                                                      | C#         |        308 |         10 |         44 |        362 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatServer.Common\Protobuf\ChatLoginProtocol.cs                                                            | C#         |        559 |         25 |         79 |        663 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatServer.Common\Protobuf\ChatRelationProtocol.cs                                                         | C#         |      1,145 |         43 |        126 |      1,314 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatServer.Common\Protobuf\ChatUserProtocol.cs                                                             | C#         |      1,678 |         60 |        198 |      1,936 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatServer.Common\bin\Debug\net8.0\ChatServer.Common.deps.json                                             | JSON       |        232 |          0 |          0 |        232 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatServer.Common\obj\CHCommon.csproj.nuget.dgspec.json                                                    | JSON       |         93 |          0 |          0 |         93 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatServer.Common\obj\CHCommon.csproj.nuget.g.props                                                        | XML        |         16 |          0 |          0 |         16 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatServer.Common\obj\CHCommon.csproj.nuget.g.targets                                                      | XML        |          2 |          0 |          0 |          2 |
| d:\LanguageLearnig\Avalonia\ChatClient\ChatServer.Common\obj\ChatServer.Common.csproj.nuget.dgspec.json                                           | JSON       |         82 |          0 |          0 |         82 |
